"","box","date","phase","site","eggs","chicks","eggDev","chickDev","mean_chick_weight","interpolled","mean_weightDev"
"301","X33","2022-04-18","Incubation","X",4,0,2.05882352941176,0,NA,NA,NA
"302","Y06","2022-04-18","Incubation","Y",1,0,-1.05714285714286,0,NA,NA,NA
"303","Y19","2022-04-18","Pre-Lay","Y",0,0,-2.05714285714286,0,NA,NA,NA
"304","Y25","2022-04-18","Pre-Lay","Y",0,0,-2.05714285714286,0,NA,NA,NA
"305","X31","2022-04-18","Incubation","X",5,0,3.05882352941176,0,NA,NA,NA
"306","Z06","2022-04-18","Incubation","Z",5,0,2.5952380952381,0,NA,NA,NA
"307","Z20","2022-04-18","Pre-Lay","Z",0,0,-2.4047619047619,0,NA,NA,NA
"308","X25","2022-04-18","Incubation","X",4,0,2.05882352941176,0,NA,NA,NA
"309","Y01","2022-04-18","Incubation","Y",4,0,1.94285714285714,0,NA,NA,NA
"310","Y18","2022-04-18","Incubation","Y",2,0,-0.0571428571428569,0,NA,NA,NA
"311","Y09","2022-04-18","Incubation","Y",2,0,-0.0571428571428569,0,NA,NA,NA
"312","Y07","2022-04-18","Incubation","Y",3,0,0.942857142857143,0,NA,NA,NA
"313","Y29","2022-04-18","Pre-Lay","Y",0,0,-2.05714285714286,0,NA,NA,NA
"314","Y10","2022-04-18","Incubation","Y",5,0,2.94285714285714,0,NA,NA,NA
"315","X32","2022-04-18","Pre-Lay","X",0,0,-1.94117647058824,0,NA,NA,NA
"316","Y28","2022-04-18","Incubation","Y",4,0,1.94285714285714,0,NA,NA,NA
"317","Y02","2022-04-18","Incubation","Y",2,0,-0.0571428571428569,0,NA,NA,NA
"318","Y03","2022-04-18","Incubation","Y",1,0,-1.05714285714286,0,NA,NA,NA
"319","Y21","2022-04-18","Pre-Lay","Y",0,0,-2.05714285714286,0,NA,NA,NA
"320","X40","2022-04-18",NA,"X",0,0,-1.94117647058824,0,NA,NA,NA
"321","Z28","2022-04-18","Incubation","Z",1,0,-1.4047619047619,0,NA,NA,NA
"322","Y17","2022-04-18","Incubation","Y",5,0,2.94285714285714,0,NA,NA,NA
"323","Y05","2022-04-18","Incubation","Y",4,0,1.94285714285714,0,NA,NA,NA
"324","Y20","2022-04-18","Pre-Lay","Y",0,0,-2.05714285714286,0,NA,NA,NA
"325","Y22","2022-04-18","Incubation","Y",2,0,-0.0571428571428569,0,NA,NA,NA
"326","Z19","2022-04-18","Incubation","Z",1,0,-1.4047619047619,0,NA,NA,NA
"327","X23","2022-04-18","Pre-Lay","X",0,0,-1.94117647058824,0,NA,NA,NA
"328","Y16","2022-04-18","Incubation","Y",4,0,1.94285714285714,0,NA,NA,NA
"329","Z11","2022-04-18","Incubation","Z",3,0,0.595238095238095,0,NA,NA,NA
"330","Y08","2022-04-18","Incubation","Y",5,0,2.94285714285714,0,NA,NA,NA
"331","Z07","2022-04-18","Incubation","Z",3,0,0.595238095238095,0,NA,NA,NA
"332","Z27","2022-04-18","Incubation","Z",2,0,-0.404761904761905,0,NA,NA,NA
"333","X36","2022-04-18","Incubation","X",3,0,1.05882352941176,0,NA,NA,NA
"334","X38","2022-04-18","Incubation","X",5,0,3.05882352941176,0,NA,NA,NA
"335","X39","2022-04-18","Pre-Lay","X",0,0,-1.94117647058824,0,NA,NA,NA
"336","Y26","2022-04-18","Pre-Lay","Y",0,0,-2.05714285714286,0,NA,NA,NA
"337","Y11","2022-04-18","Incubation","Y",6,0,3.94285714285714,0,NA,NA,NA
"338","Y12","2022-04-18","Pre-Lay","Y",0,0,-2.05714285714286,0,NA,NA,NA
"339","Y30","2022-04-18","Incubation","Y",1,0,-1.05714285714286,0,NA,NA,NA
"340","Y31","2022-04-18","Pre-Lay","Y",0,0,-2.05714285714286,0,NA,NA,NA
"341","Y23","2022-04-18","Incubation","Y",3,0,0.942857142857143,0,NA,NA,NA
"342","Z32","2022-04-18","Pre-Lay","Z",0,0,-2.4047619047619,0,NA,NA,NA
"343","Z34","2022-04-18",NA,"Z",0,0,-2.4047619047619,0,NA,NA,NA
"344","Z22","2022-04-18","Pre-Lay","Z",0,0,-2.4047619047619,0,NA,NA,NA
"345","Y04","2022-04-18","Incubation","Y",5,0,2.94285714285714,0,NA,NA,NA
"346","Z13","2022-04-18","Incubation","Z",4,0,1.5952380952381,0,NA,NA,NA
"347","Z25","2022-04-18","Incubation","Z",1,0,-1.4047619047619,0,NA,NA,NA
"348","Z10","2022-04-18","Incubation","Z",1,0,-1.4047619047619,0,NA,NA,NA
"349","Z23","2022-04-18","Incubation","Z",4,0,1.5952380952381,0,NA,NA,NA
"350","Y14","2022-04-18","Incubation","Y",1,0,-1.05714285714286,0,NA,NA,NA
"351","X01","2022-04-18",NA,"X",0,0,-1.94117647058824,0,NA,NA,NA
"352","X27","2022-04-18","Pre-Lay","X",0,0,-1.94117647058824,0,NA,NA,NA
"353","X35","2022-04-18","Incubation","X",5,0,3.05882352941176,0,NA,NA,NA
"354","Y34","2022-04-18","Pre-Lay","Y",0,0,-2.05714285714286,0,NA,NA,NA
"355","Y13","2022-04-18",NA,"Y",0,0,-2.05714285714286,0,NA,NA,NA
"356","X28","2022-04-18",NA,"X",0,0,-1.94117647058824,0,NA,NA,NA
"357","Y24","2022-04-18","Incubation","Y",5,0,2.94285714285714,0,NA,NA,NA
"358","Y32","2022-04-18","Incubation","Y",1,0,-1.05714285714286,0,NA,NA,NA
"359","Y33","2022-04-18","Pre-Lay","Y",0,0,-2.05714285714286,0,NA,NA,NA
"360","Z31","2022-04-18","Incubation","Z",2,0,-0.404761904761905,0,NA,NA,NA
"361","Z02","2022-04-18","Incubation","Z",4,0,1.5952380952381,0,NA,NA,NA
"362","Z08","2022-04-18","Incubation","Z",4,0,1.5952380952381,0,NA,NA,NA
"363","Z26","2022-04-18","Incubation","Z",1,0,-1.4047619047619,0,NA,NA,NA
"364","Z43","2022-04-18","Incubation","Z",2,0,-0.404761904761905,0,NA,NA,NA
"365","Y35","2022-04-18","Incubation","Y",5,0,2.94285714285714,0,NA,NA,NA
"366","Z38","2022-04-18","Incubation","Z",2,0,-0.404761904761905,0,NA,NA,NA
"367","Z18","2022-04-18","Incubation","Z",1,0,-1.4047619047619,0,NA,NA,NA
"368","Z05","2022-04-18","Incubation","Z",4,0,1.5952380952381,0,NA,NA,NA
"369","Z29","2022-04-18","Incubation","Z",5,0,2.5952380952381,0,NA,NA,NA
"370","Z41","2022-04-18","Incubation","Z",5,0,2.5952380952381,0,NA,NA,NA
"371","Z44","2022-04-18","Incubation","Z",2,0,-0.404761904761905,0,NA,NA,NA
"372","Z16","2022-04-18","Incubation","Z",3,0,0.595238095238095,0,NA,NA,NA
"373","Z17","2022-04-18","Incubation","Z",2,0,-0.404761904761905,0,NA,NA,NA
"374","Z33","2022-04-18","Pre-Lay","Z",0,0,-2.4047619047619,0,NA,NA,NA
"375","Z37","2022-04-18",NA,"Z",0,0,-2.4047619047619,0,NA,NA,NA
"376","Z03","2022-04-18","Incubation","Z",4,0,1.5952380952381,0,NA,NA,NA
"377","Z45","2022-04-18","Incubation","Z",6,0,3.5952380952381,0,NA,NA,NA
"378","Z39","2022-04-18","Incubation","Z",5,0,2.5952380952381,0,NA,NA,NA
"379","Z42","2022-04-18","Incubation","Z",2,0,-0.404761904761905,0,NA,NA,NA
"380","Z40","2022-04-18","Incubation","Z",3,0,0.595238095238095,0,NA,NA,NA
"381","Z21","2022-04-18","Incubation","Z",1,0,-1.4047619047619,0,NA,NA,NA
"382","Z35","2022-04-18","Incubation","Z",2,0,-0.404761904761905,0,NA,NA,NA
"383","X20","2022-04-18","Pre-Lay","X",0,0,-1.94117647058824,0,NA,NA,NA
"384","X21","2022-04-18","Pre-Lay","X",0,0,-1.94117647058824,0,NA,NA,NA
"385","X22","2022-04-18","Incubation","X",2,0,0.0588235294117647,0,NA,NA,NA
"386","MW02","2022-04-18",NA,"M",0,0,0,0,NA,NA,NA
"387","Z09","2022-04-18","Incubation","Z",5,0,2.5952380952381,0,NA,NA,NA
"388","X18","2022-04-18","Incubation","X",5,0,3.05882352941176,0,NA,NA,NA
"389","MW06","2022-04-18",NA,"M",0,0,0,0,NA,NA,NA
"390","M03","2022-04-18",NA,"M",0,0,0,0,NA,NA,NA
"391","MW01","2022-04-18",NA,"M",0,0,0,0,NA,NA,NA
"392","Z46","2022-04-18",NA,"Z",0,0,-2.4047619047619,0,NA,NA,NA
"393","Z30","2022-04-19","Incubation","Z",1,0,-1.83333333333333,0,NA,NA,NA
"394","Y27","2022-04-19","Incubation","Y",2,0,-0.428571428571428,0,NA,NA,NA
"395","Z15","2022-04-19","Incubation","Z",5,0,2.16666666666667,0,NA,NA,NA
"396","Y15","2022-04-19",NA,"Y",0,0,-2.42857142857143,0,NA,NA,NA
"397","Z24","2022-04-19","Incubation","Z",3,0,0.166666666666667,0,NA,NA,NA
"398","Z14","2022-04-19","Incubation","Z",4,0,1.16666666666667,0,NA,NA,NA
"399","X33","2022-04-19","Incubation","X",5,0,2.82352941176471,0,NA,NA,NA
"400","Y06","2022-04-19","Incubation","Y",2,0,-0.428571428571428,0,NA,NA,NA
"401","Y19","2022-04-19","Pre-Lay","Y",0,0,-2.42857142857143,0,NA,NA,NA
"402","Y25","2022-04-19","Incubation","Y",1,0,-1.42857142857143,0,NA,NA,NA
"403","X31","2022-04-19","Incubation","X",5,0,2.82352941176471,0,NA,NA,NA
"404","Z06","2022-04-19","Incubation","Z",5,0,2.16666666666667,0,NA,NA,NA
"405","Z20","2022-04-19","Pre-Lay","Z",0,0,-2.83333333333333,0,NA,NA,NA
"406","X25","2022-04-19","Incubation","X",4,0,1.82352941176471,0,NA,NA,NA
"407","Y01","2022-04-19","Incubation","Y",4,0,1.57142857142857,0,NA,NA,NA
"408","Y18","2022-04-19","Incubation","Y",3,0,0.571428571428572,0,NA,NA,NA
"409","Y09","2022-04-19","Incubation","Y",2,0,-0.428571428571428,0,NA,NA,NA
"410","Y07","2022-04-19","Incubation","Y",3,0,0.571428571428572,0,NA,NA,NA
"411","Y29","2022-04-19","Pre-Lay","Y",0,0,-2.42857142857143,0,NA,NA,NA
"412","Y10","2022-04-19","Incubation","Y",5,0,2.57142857142857,0,NA,NA,NA
"413","X32","2022-04-19","Pre-Lay","X",0,0,-2.17647058823529,0,NA,NA,NA
"414","Y28","2022-04-19","Incubation","Y",3,0,0.571428571428572,0,NA,NA,NA
"415","Y02","2022-04-19","Incubation","Y",3,0,0.571428571428572,0,NA,NA,NA
"416","Y03","2022-04-19","Incubation","Y",2,0,-0.428571428571428,0,NA,NA,NA
"417","Y21","2022-04-19","Pre-Lay","Y",0,0,-2.42857142857143,0,NA,NA,NA
"418","X40","2022-04-19",NA,"X",0,0,-2.17647058823529,0,NA,NA,NA
"419","Z28","2022-04-19","Incubation","Z",1,0,-1.83333333333333,0,NA,NA,NA
"420","Y17","2022-04-19","Incubation","Y",5,0,2.57142857142857,0,NA,NA,NA
"421","Y05","2022-04-19","Incubation","Y",4,0,1.57142857142857,0,NA,NA,NA
"422","Y20","2022-04-19","Pre-Lay","Y",0,0,-2.42857142857143,0,NA,NA,NA
"423","Y22","2022-04-19","Incubation","Y",3,0,0.571428571428572,0,NA,NA,NA
"424","Z19","2022-04-19","Incubation","Z",3,0,0.166666666666667,0,NA,NA,NA
"425","X23","2022-04-19","Pre-Lay","X",0,0,-2.17647058823529,0,NA,NA,NA
"426","Y16","2022-04-19","Incubation","Y",5,0,2.57142857142857,0,NA,NA,NA
"427","Z11","2022-04-19","Incubation","Z",3,0,0.166666666666667,0,NA,NA,NA
"428","Y08","2022-04-19","Incubation","Y",5,0,2.57142857142857,0,NA,NA,NA
"429","Z07","2022-04-19","Incubation","Z",3,0,0.166666666666667,0,NA,NA,NA
"430","Z27","2022-04-19","Incubation","Z",2,0,-0.833333333333333,0,NA,NA,NA
"431","X36","2022-04-19","Incubation","X",4,0,1.82352941176471,0,NA,NA,NA
"432","X38","2022-04-19","Incubation","X",5,0,2.82352941176471,0,NA,NA,NA
"433","X39","2022-04-19","Incubation","X",1,0,-1.17647058823529,0,NA,NA,NA
"434","Y26","2022-04-19","Incubation","Y",1,0,-1.42857142857143,0,NA,NA,NA
"435","Y11","2022-04-19","Incubation","Y",6,0,3.57142857142857,0,NA,NA,NA
"436","Y12","2022-04-19","Pre-Lay","Y",0,0,-2.42857142857143,0,NA,NA,NA
"437","Y30","2022-04-19","Incubation","Y",2,0,-0.428571428571428,0,NA,NA,NA
"438","Y31","2022-04-19","Pre-Lay","Y",0,0,-2.42857142857143,0,NA,NA,NA
"439","Y23","2022-04-19","Incubation","Y",3,0,0.571428571428572,0,NA,NA,NA
"440","Z32","2022-04-19","Pre-Lay","Z",0,0,-2.83333333333333,0,NA,NA,NA
"441","Z34","2022-04-19",NA,"Z",0,0,-2.83333333333333,0,NA,NA,NA
"442","Z22","2022-04-19","Incubation","Z",1,0,-1.83333333333333,0,NA,NA,NA
"443","Y04","2022-04-19","Incubation","Y",5,0,2.57142857142857,0,NA,NA,NA
"444","Z13","2022-04-19","Incubation","Z",5,0,2.16666666666667,0,NA,NA,NA
"445","Z25","2022-04-19","Incubation","Z",2,0,-0.833333333333333,0,NA,NA,NA
"446","Z10","2022-04-19","Incubation","Z",2,0,-0.833333333333333,0,NA,NA,NA
"447","Z23","2022-04-19","Incubation","Z",4,0,1.16666666666667,0,NA,NA,NA
"448","Y14","2022-04-19","Incubation","Y",2,0,-0.428571428571428,0,NA,NA,NA
"449","X01","2022-04-19",NA,"X",0,0,-2.17647058823529,0,NA,NA,NA
"450","X27","2022-04-19","Pre-Lay","X",0,0,-2.17647058823529,0,NA,NA,NA
"451","X35","2022-04-19","Incubation","X",5,0,2.82352941176471,0,NA,NA,NA
"452","Y34","2022-04-19","Incubation","Y",1,0,-1.42857142857143,0,NA,NA,NA
"453","Y13","2022-04-19",NA,"Y",0,0,-2.42857142857143,0,NA,NA,NA
"454","X28","2022-04-19",NA,"X",0,0,-2.17647058823529,0,NA,NA,NA
"455","Y24","2022-04-19","Incubation","Y",5,0,2.57142857142857,0,NA,NA,NA
"456","Y32","2022-04-19","Incubation","Y",2,0,-0.428571428571428,0,NA,NA,NA
"457","Y33","2022-04-19","Pre-Lay","Y",0,0,-2.42857142857143,0,NA,NA,NA
"458","Z31","2022-04-19","Incubation","Z",3,0,0.166666666666667,0,NA,NA,NA
"459","Z02","2022-04-19","Incubation","Z",5,0,2.16666666666667,0,NA,NA,NA
"460","Z08","2022-04-19","Incubation","Z",4,0,1.16666666666667,0,NA,NA,NA
"461","Z26","2022-04-19","Incubation","Z",2,0,-0.833333333333333,0,NA,NA,NA
"462","Z43","2022-04-19","Incubation","Z",2,0,-0.833333333333333,0,NA,NA,NA
"463","Y35","2022-04-19","Incubation","Y",6,0,3.57142857142857,0,NA,NA,NA
"464","Z38","2022-04-19","Incubation","Z",3,0,0.166666666666667,0,NA,NA,NA
"465","Z18","2022-04-19","Incubation","Z",2,0,-0.833333333333333,0,NA,NA,NA
"466","Z05","2022-04-19","Incubation","Z",5,0,2.16666666666667,0,NA,NA,NA
"467","Z29","2022-04-19","Incubation","Z",5,0,2.16666666666667,0,NA,NA,NA
"468","Z41","2022-04-19","Incubation","Z",5,0,2.16666666666667,0,NA,NA,NA
"469","Z44","2022-04-19","Incubation","Z",2,0,-0.833333333333333,0,NA,NA,NA
"470","Z16","2022-04-19","Incubation","Z",4,0,1.16666666666667,0,NA,NA,NA
"471","Z17","2022-04-19","Incubation","Z",2,0,-0.833333333333333,0,NA,NA,NA
"472","Z33","2022-04-19","Pre-Lay","Z",0,0,-2.83333333333333,0,NA,NA,NA
"473","Z37","2022-04-19",NA,"Z",0,0,-2.83333333333333,0,NA,NA,NA
"474","Z03","2022-04-19","Incubation","Z",4,0,1.16666666666667,0,NA,NA,NA
"475","Z45","2022-04-19","Incubation","Z",6,0,3.16666666666667,0,NA,NA,NA
"476","Z39","2022-04-19","Incubation","Z",5,0,2.16666666666667,0,NA,NA,NA
"477","Z42","2022-04-19","Incubation","Z",3,0,0.166666666666667,0,NA,NA,NA
"478","Z40","2022-04-19","Incubation","Z",4,0,1.16666666666667,0,NA,NA,NA
"479","Z21","2022-04-19","Incubation","Z",2,0,-0.833333333333333,0,NA,NA,NA
"480","Z35","2022-04-19","Incubation","Z",2,0,-0.833333333333333,0,NA,NA,NA
"481","X20","2022-04-19","Pre-Lay","X",0,0,-2.17647058823529,0,NA,NA,NA
"482","X21","2022-04-19","Pre-Lay","X",0,0,-2.17647058823529,0,NA,NA,NA
"483","X22","2022-04-19","Incubation","X",3,0,0.823529411764706,0,NA,NA,NA
"484","MW02","2022-04-19",NA,"M",0,0,0,0,NA,NA,NA
"485","Z09","2022-04-19","Incubation","Z",5,0,2.16666666666667,0,NA,NA,NA
"486","X18","2022-04-19","Incubation","X",5,0,2.82352941176471,0,NA,NA,NA
"487","MW06","2022-04-19",NA,"M",0,0,0,0,NA,NA,NA
"488","M03","2022-04-19",NA,"M",0,0,0,0,NA,NA,NA
"489","MW01","2022-04-19",NA,"M",0,0,0,0,NA,NA,NA
"490","Z46","2022-04-19",NA,"Z",0,0,-2.83333333333333,0,NA,NA,NA
"491","Z30","2022-04-20","Incubation","Z",2,0,-1.23809523809524,0,NA,NA,NA
"492","Y27","2022-04-20","Incubation","Y",3,0,0.257142857142857,0,NA,NA,NA
"493","Z15","2022-04-20","Incubation","Z",5,0,1.76190476190476,0,NA,NA,NA
"494","Y15","2022-04-20",NA,"Y",0,0,-2.74285714285714,0,NA,NA,NA
"495","Z24","2022-04-20","Incubation","Z",4,0,0.761904761904762,0,NA,NA,NA
"496","Z14","2022-04-20","Incubation","Z",4,0,0.761904761904762,0,NA,NA,NA
"497","X33","2022-04-20","Incubation","X",4,0,1.70588235294118,0,NA,NA,NA
"498","Y06","2022-04-20","Incubation","Y",3,0,0.257142857142857,0,NA,NA,NA
"499","Y19","2022-04-20","Pre-Lay","Y",0,0,-2.74285714285714,0,NA,NA,NA
"500","Y25","2022-04-20","Incubation","Y",2,0,-0.742857142857143,0,NA,NA,NA
"501","X31","2022-04-20","Incubation","X",5,0,2.70588235294118,0,NA,NA,NA
"502","Z06","2022-04-20","Incubation","Z",5,0,1.76190476190476,0,NA,NA,NA
"503","Z20","2022-04-20","Pre-Lay","Z",0,0,-3.23809523809524,0,NA,NA,NA
"504","X25","2022-04-20","Incubation","X",4,0,1.70588235294118,0,NA,NA,NA
"505","Y01","2022-04-20","Incubation","Y",4,0,1.25714285714286,0,NA,NA,NA
"506","Y18","2022-04-20","Incubation","Y",4,0,1.25714285714286,0,NA,NA,NA
"507","Y09","2022-04-20","Incubation","Y",2,0,-0.742857142857143,0,NA,NA,NA
"508","Y07","2022-04-20","Incubation","Y",4,0,1.25714285714286,0,NA,NA,NA
"509","Y29","2022-04-20","Pre-Lay","Y",0,0,-2.74285714285714,0,NA,NA,NA
"510","Y10","2022-04-20","Incubation","Y",5,0,2.25714285714286,0,NA,NA,NA
"511","X32","2022-04-20","Incubation","X",1,0,-1.29411764705882,0,NA,NA,NA
"512","Y28","2022-04-20","Incubation","Y",3,0,0.257142857142857,0,NA,NA,NA
"513","Y02","2022-04-20","Incubation","Y",3,0,0.257142857142857,0,NA,NA,NA
"514","Y03","2022-04-20","Incubation","Y",2,0,-0.742857142857143,0,NA,NA,NA
"515","Y21","2022-04-20","Pre-Lay","Y",0,0,-2.74285714285714,0,NA,NA,NA
"516","X40","2022-04-20",NA,"X",0,0,-2.29411764705882,0,NA,NA,NA
"517","Z28","2022-04-20","Incubation","Z",2,0,-1.23809523809524,0,NA,NA,NA
"518","Y17","2022-04-20","Incubation","Y",5,0,2.25714285714286,0,NA,NA,NA
"519","Y05","2022-04-20","Incubation","Y",5,0,2.25714285714286,0,NA,NA,NA
"520","Y20","2022-04-20","Pre-Lay","Y",0,0,-2.74285714285714,0,NA,NA,NA
"521","Y22","2022-04-20","Incubation","Y",3,0,0.257142857142857,0,NA,NA,NA
"522","Z19","2022-04-20","Incubation","Z",4,0,0.761904761904762,0,NA,NA,NA
"523","X23","2022-04-20","Pre-Lay","X",0,0,-2.29411764705882,0,NA,NA,NA
"524","Y16","2022-04-20","Incubation","Y",5,0,2.25714285714286,0,NA,NA,NA
"525","Z11","2022-04-20","Incubation","Z",3,0,-0.238095238095238,0,NA,NA,NA
"526","Y08","2022-04-20","Incubation","Y",5,0,2.25714285714286,0,NA,NA,NA
"527","Z07","2022-04-20","Incubation","Z",3,0,-0.238095238095238,0,NA,NA,NA
"528","Z27","2022-04-20","Incubation","Z",3,0,-0.238095238095238,0,NA,NA,NA
"529","X36","2022-04-20","Incubation","X",4,0,1.70588235294118,0,NA,NA,NA
"530","X38","2022-04-20","Incubation","X",5,0,2.70588235294118,0,NA,NA,NA
"531","X39","2022-04-20","Incubation","X",2,0,-0.294117647058823,0,NA,NA,NA
"532","Y26","2022-04-20","Incubation","Y",2,0,-0.742857142857143,0,NA,NA,NA
"533","Y11","2022-04-20","Incubation","Y",6,0,3.25714285714286,0,NA,NA,NA
"534","Y12","2022-04-20","Pre-Lay","Y",0,0,-2.74285714285714,0,NA,NA,NA
"535","Y30","2022-04-20","Incubation","Y",3,0,0.257142857142857,0,NA,NA,NA
"536","Y31","2022-04-20","Pre-Lay","Y",0,0,-2.74285714285714,0,NA,NA,NA
"537","Y23","2022-04-20","Incubation","Y",3,0,0.257142857142857,0,NA,NA,NA
"538","Z32","2022-04-20","Pre-Lay","Z",0,0,-3.23809523809524,0,NA,NA,NA
"539","Z34","2022-04-20",NA,"Z",0,0,-3.23809523809524,0,NA,NA,NA
"540","Z22","2022-04-20","Incubation","Z",2,0,-1.23809523809524,0,NA,NA,NA
"541","Y04","2022-04-20","Incubation","Y",5,0,2.25714285714286,0,NA,NA,NA
"542","Z13","2022-04-20","Incubation","Z",5,0,1.76190476190476,0,NA,NA,NA
"543","Z25","2022-04-20","Incubation","Z",3,0,-0.238095238095238,0,NA,NA,NA
"544","Z10","2022-04-20","Incubation","Z",3,0,-0.238095238095238,0,NA,NA,NA
"545","Z23","2022-04-20","Incubation","Z",5,0,1.76190476190476,0,NA,NA,NA
"546","Y14","2022-04-20","Incubation","Y",3,0,0.257142857142857,0,NA,NA,NA
"547","X01","2022-04-20",NA,"X",0,0,-2.29411764705882,0,NA,NA,NA
"548","X27","2022-04-20","Pre-Lay","X",0,0,-2.29411764705882,0,NA,NA,NA
"549","X35","2022-04-20","Incubation","X",5,0,2.70588235294118,0,NA,NA,NA
"550","Y34","2022-04-20","Incubation","Y",2,0,-0.742857142857143,0,NA,NA,NA
"551","Y13","2022-04-20",NA,"Y",0,0,-2.74285714285714,0,NA,NA,NA
"552","X28","2022-04-20",NA,"X",0,0,-2.29411764705882,0,NA,NA,NA
"553","Y24","2022-04-20","Incubation","Y",5,0,2.25714285714286,0,NA,NA,NA
"554","Y32","2022-04-20","Incubation","Y",3,0,0.257142857142857,0,NA,NA,NA
"555","Y33","2022-04-20","Pre-Lay","Y",0,0,-2.74285714285714,0,NA,NA,NA
"556","Z31","2022-04-20","Incubation","Z",3,0,-0.238095238095238,0,NA,NA,NA
"557","Z02","2022-04-20","Incubation","Z",5,0,1.76190476190476,0,NA,NA,NA
"558","Z08","2022-04-20","Incubation","Z",5,0,1.76190476190476,0,NA,NA,NA
"559","Z26","2022-04-20","Incubation","Z",3,0,-0.238095238095238,0,NA,NA,NA
"560","Z43","2022-04-20","Incubation","Z",3,0,-0.238095238095238,0,NA,NA,NA
"561","Y35","2022-04-20","Incubation","Y",6,0,3.25714285714286,0,NA,NA,NA
"562","Z38","2022-04-20","Incubation","Z",4,0,0.761904761904762,0,NA,NA,NA
"563","Z18","2022-04-20","Incubation","Z",2,0,-1.23809523809524,0,NA,NA,NA
"564","Z05","2022-04-20","Incubation","Z",5,0,1.76190476190476,0,NA,NA,NA
"565","Z29","2022-04-20","Incubation","Z",5,0,1.76190476190476,0,NA,NA,NA
"566","Z41","2022-04-20","Incubation","Z",5,0,1.76190476190476,0,NA,NA,NA
"567","Z44","2022-04-20","Incubation","Z",3,0,-0.238095238095238,0,NA,NA,NA
"568","Z16","2022-04-20","Incubation","Z",4,0,0.761904761904762,0,NA,NA,NA
"569","Z17","2022-04-20","Incubation","Z",2,0,-1.23809523809524,0,NA,NA,NA
"570","Z33","2022-04-20","Incubation","Z",1,0,-2.23809523809524,0,NA,NA,NA
"571","Z37","2022-04-20",NA,"Z",0,0,-3.23809523809524,0,NA,NA,NA
"572","Z03","2022-04-20","Incubation","Z",4,0,0.761904761904762,0,NA,NA,NA
"573","Z45","2022-04-20","Incubation","Z",6,0,2.76190476190476,0,NA,NA,NA
"574","Z39","2022-04-20","Incubation","Z",5,0,1.76190476190476,0,NA,NA,NA
"575","Z42","2022-04-20","Incubation","Z",4,0,0.761904761904762,0,NA,NA,NA
"576","Z40","2022-04-20","Incubation","Z",4,0,0.761904761904762,0,NA,NA,NA
"577","Z21","2022-04-20","Incubation","Z",3,0,-0.238095238095238,0,NA,NA,NA
"578","Z35","2022-04-20","Incubation","Z",2,0,-1.23809523809524,0,NA,NA,NA
"579","X20","2022-04-20","Pre-Lay","X",0,0,-2.29411764705882,0,NA,NA,NA
"580","X21","2022-04-20","Pre-Lay","X",0,0,-2.29411764705882,0,NA,NA,NA
"581","X22","2022-04-20","Incubation","X",4,0,1.70588235294118,0,NA,NA,NA
"582","MW02","2022-04-20",NA,"M",0,0,0,0,NA,NA,NA
"583","Z09","2022-04-20","Incubation","Z",5,0,1.76190476190476,0,NA,NA,NA
"584","X18","2022-04-20","Incubation","X",5,0,2.70588235294118,0,NA,NA,NA
"585","MW06","2022-04-20",NA,"M",0,0,0,0,NA,NA,NA
"586","M03","2022-04-20",NA,"M",0,0,0,0,NA,NA,NA
"587","MW01","2022-04-20",NA,"M",0,0,0,0,NA,NA,NA
"588","Z46","2022-04-20",NA,"Z",0,0,-3.23809523809524,0,NA,NA,NA
"589","Z30","2022-04-21","Incubation","Z",3,0,-0.619047619047619,0,NA,NA,NA
"590","Y27","2022-04-21","Incubation","Y",4,0,1,0,NA,NA,NA
"591","Z15","2022-04-21","Incubation","Z",5,0,1.38095238095238,0,NA,NA,NA
"592","Y15","2022-04-21",NA,"Y",0,0,-3,0,NA,NA,NA
"593","Z24","2022-04-21","Incubation","Z",5,0,1.38095238095238,0,NA,NA,NA
"594","Z14","2022-04-21","Incubation","Z",4,0,0.380952380952381,0,NA,NA,NA
"595","X33","2022-04-21","Incubation","X",4,0,1.41176470588235,0,NA,NA,NA
"596","Y06","2022-04-21","Incubation","Y",4,0,1,0,NA,NA,NA
"597","Y19","2022-04-21","Pre-Lay","Y",0,0,-3,0,NA,NA,NA
"598","Y25","2022-04-21","Incubation","Y",3,0,0,0,NA,NA,NA
"599","X31","2022-04-21","Incubation","X",5,0,2.41176470588235,0,NA,NA,NA
"600","Z06","2022-04-21","Incubation","Z",5,0,1.38095238095238,0,NA,NA,NA
"601","Z20","2022-04-21","Incubation","Z",1,0,-2.61904761904762,0,NA,NA,NA
"602","X25","2022-04-21","Incubation","X",4,0,1.41176470588235,0,NA,NA,NA
"603","Y01","2022-04-21","Incubation","Y",4,0,1,0,NA,NA,NA
"604","Y18","2022-04-21","Incubation","Y",4,0,1,0,NA,NA,NA
"605","Y09","2022-04-21","Incubation","Y",2,0,-1,0,NA,NA,NA
"606","Y07","2022-04-21","Incubation","Y",4,0,1,0,NA,NA,NA
"607","Y29","2022-04-21","Pre-Lay","Y",0,0,-3,0,NA,NA,NA
"608","Y10","2022-04-21","Incubation","Y",5,0,2,0,NA,NA,NA
"609","X32","2022-04-21","Incubation","X",2,0,-0.588235294117647,0,NA,NA,NA
